trace_id,provider,model,voice,prompt_id,text_chars,transport,connection_reused,connection_setup_ms,ttfa_ms,last_audio_arrival_ms,completion_ms,audio_ms,chunk_count,delivery_rtf,completion_rtf,interarrival_p50_ms,interarrival_p95_ms,interarrival_p99_ms,interarrival_max_ms,pacing_error_p50_ms,pacing_error_p95_ms,pacing_error_p99_ms,pacing_error_max_ms,positive_pacing_error_rate,prefix_rtf_p95,prefix_rtf_max,buffer_depth_ms,playback_start_ms,post_ttfa_startup_ms,startup_buffer_ms,underrun_count,glitch_free,total_stall_ms,max_stall_ms,recovery_p50_ms,recovery_p95_ms,playout_finish_ms
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,0.0,120.04089785147175,0.0,40.0,3,False,108.05416975888011,97.98388621840832,5.389379583728214,88.7244355549403,1748.0950676103519
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,20.0,120.04089785147175,0.0,40.0,3,False,108.05416975888011,97.98388621840832,5.389379583728214,88.7244355549403,1748.0950676103519
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,40.0,120.04089785147175,0.0,40.0,3,False,108.05416975888011,97.98388621840832,5.389379583728214,88.7244355549403,1748.0950676103519
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,80.0,140.1449985429974,20.104100691525645,80.0,3,False,87.95006906735446,77.87978552688267,5.389379583728214,70.63074493256723,1748.0950676103519
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,120.0,298.02478406988007,177.98388621840832,120.0,0,True,0.0,0.0,0.0,0.0,1818.02478406988
bursty_same_ttfa-long_incident-r000,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,120.04089785147175,1621.4803551429256,1623.4803551429256,1520.0,38,1.0667633915413985,1.0680791810150827,19.962286673707467,156.82328633098328,157.75405056508055,157.87978552688267,-20.037713326292533,116.8232863309833,117.75405056508056,117.87978552688267,0.16216216216216217,2.0548044719940077,3.001022446286794,200.0,331.6836293578687,211.64273150639696,200.0,0,True,0.0,0.0,0.0,0.0,1851.6836293578688
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,126.9517520573023,1579.6361508878047,1581.6361508878047,1520.0,38,1.0392343097946084,1.0405500992682926,17.836670126761646,155.7601198357893,163.7816288796389,166.8495494066911,-22.163329873238354,115.7601198357893,123.7816288796389,126.8495494066911,0.16216216216216217,2.0025541055653333,3.1737938014325575,0.0,126.9517520573023,0.0,40.0,2,False,93.14540632854164,92.29004652863068,46.57270316427082,87.71831219219469,1740.097158385844
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,126.9517520573023,1579.6361508878047,1581.6361508878047,1520.0,38,1.0392343097946084,1.0405500992682926,17.836670126761646,155.7601198357893,163.7816288796389,166.8495494066911,-22.163329873238354,115.7601198357893,123.7816288796389,126.8495494066911,0.16216216216216217,2.0025541055653333,3.1737938014325575,20.0,126.9517520573023,0.0,40.0,2,False,93.14540632854164,92.29004652863068,46.57270316427082,87.71831219219469,1740.097158385844
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,126.9517520573023,1579.6361508878047,1581.6361508878047,1520.0,38,1.0392343097946084,1.0405500992682926,17.836670126761646,155.7601198357893,163.7816288796389,166.8495494066911,-22.163329873238354,115.7601198357893,123.7816288796389,126.8495494066911,0.16216216216216217,2.0025541055653333,3.1737938014325575,40.0,126.9517520573023,0.0,40.0,2,False,93.14540632854164,92.29004652863068,46.57270316427082,87.71831219219469,1740.097158385844
bursty_same_ttfa-long_incident-r001,bursty_same_ttfa,synthetic-validation-v1,deterministic-pcm,long_incident,262,synthetic,True,0.0,126.9517520573023,1579.6361508878047,1581.6361508878047,1520.0,38,1.0392343097946084,1.0405500992682926,17.836670126761646,155.7601198357893,163.7816288796389,166.8495494066911,-22.163329873238354,115.7601198357893,123.7816288796389,126.8495494066911,0.16216216216216217,2.0025541055653333,3.1737938014325575,80.0,140.9142506432758,13.962498585973506,80.0,2,False,79.18290774256815,78.32754794265719,39.591453871284074,74.45393853551988,1740.097158385844
